Customer ID,Age,Gender,Location,Subscription Status,Item Purchased,Category,Purchase Amount (USD),Season,Size,Color,Discount Applied,Promo Code Used,Previous Purchases,Frequency of Purchases,Review Rating,Shipping Type,Payment Method
1042,19,Male,California,No,Jewelry,Accessories,51.87,Fall,M,Blue,No,No,26,Bi-Weekly,3.4,Standard,Debit Card
1043,56,Male,Ohio,No,Sandals,Footwear,60.21,Fall,S,Purple,No,No,28,Monthly,3.94,Express,Venmo
1044,28,Male,Florida,No,Pants,Clothing,58.99,Spring,L,Green,Yes,No,23,Quarterly,4.93,Express,Cash
1045,45,Male,Texas,No,Sneakers,Footwear,53.51,Summer,M,Blue,No,No,14,Weekly,4.04,Standard,Cash
1046,26,Male,Montana,Yes,Sneakers,Footwear,49.24,Winter,XL,White,No,No,14,Bi-Weekly,4.32,Express,Cash
1047,26,Female,Arizona,No,Hoodie,Outerwear,15.0,Summer,M,Green,Yes,Yes,27,Monthly,4.0,Standard,Venmo
1048,52,Male,Arizona,Yes,Jacket,Outerwear,66.18,Summer,L,Gray,No,No,27,Bi-Weekly,4.73,Standard,Debit Card
1049,35,Male,New York,No,Sunglasses,Accessories,73.89,Winter,XL,Gray,No,Yes,11,Bi-Weekly,3.72,Standard,Debit Card
1050,47,Male,Arizona,No,Shoes,Footwear,95.29,Summer,M,Gray,No,No,29,Bi-Weekly,3.67,Express,Venmo
1051,19,Male,New York,No,Sneakers,Footwear,68.65,Fall,M,Gray,Yes,No,24,Monthly,3.87,Express,Cash
1052,20,Female,Montana,No,Jacket,Outerwear,79.31,Winter,S,Red,Yes,Yes,14,Monthly,3.69,Express,Venmo
1053,32,Male,Texas,No,Sweater,Clothing,69.11,Winter,L,Yellow,No,No,11,Bi-Weekly,3.88,Express,Credit Card
1054,45,Male,Ohio,No,Dress,Clothing,47.17,Fall,S,Red,No,No,17,Annually,4.32,Standard,Cash
1055,68,Female,Illinois,No,Coat,Outerwear,84.14,Summer,L,Brown,Yes,No,15,Weekly,4.52,Express,PayPal
1056,64,Female,Illinois,No,Sandals,Footwear,65.37,Fall,M,Blue,Yes,No,14,Quarterly,4.0,Express,Venmo
1057,41,Female,Washington,No,Boots,Footwear,54.86,Spring,XL,Brown,No,No,15,Monthly,3.68,Express,Venmo
1058,37,Male,Texas,No,Sneakers,Footwear,37.81,Summer,S,Black,No,No,23,Weekly,3.03,Express,Credit Card
1059,36,Male,Arizona,Yes,Coat,Outerwear,68.9,Winter,XL,Yellow,No,No,15,Annually,3.66,Express,Cash
1060,31,Male,Montana,No,Skirt,Clothing,19.82,Summer,L,Black,No,Yes,22,Annually,3.77,Express,Venmo
1061,48,Male,Montana,No,Shirt,Clothing,87.61,Fall,S,Black,No,No,19,Annually,3.03,Express,Credit Card
1062,20,Male,Illinois,No,Sweater,Clothing,40.68,Spring,L,Red,No,No,23,Annually,3.68,Express,Credit Card
1063,42,Female,Texas,Yes,Hoodie,Outerwear,57.85,Spring,S,White,No,Yes,23,Weekly,3.63,Express,PayPal
1064,38,Male,California,Yes,Dress,Clothing,51.02,Summer,XL,Green,No,Yes,13,Annually,3.43,Express,PayPal
1065,43,Male,Washington,No,Sunglasses,Accessories,110.0,Summer,M,White,No,No,18,Annually,3.15,Express,Credit Card
1066,65,Male,Ohio,No,T-shirt,Clothing,23.51,Winter,M,Green,No,Yes,12,Weekly,4.42,Express,Venmo
1067,66,Male,New York,No,Jewelry,Accessories,23.97,Summer,XL,Blue,Yes,No,23,Quarterly,4.06,Express,Cash
1068,54,Male,New York,Yes,Blouse,Clothing,74.46,Fall,L,Yellow,No,No,13,Monthly,3.3,Express,Debit Card
1069,63,Female,Washington,No,Skirt,Clothing,59.37,Summer,S,Blue,No,No,19,Monthly,4.01,Express,Venmo
1070,64,Female,California,No,Sunglasses,Accessories,80.37,Fall,M,Yellow,No,Yes,17,Monthly,3.65,Express,PayPal
1071,56,Female,Illinois,No,Jacket,Outerwear,89.78,Summer,S,Gray,No,No,25,Annually,3.94,Standard,Cash
1072,45,Male,California,Yes,Sweater,Clothing,95.35,Fall,XL,Yellow,No,Yes,11,Quarterly,2.78,Express,Debit Card
1073,55,Male,New York,No,Jacket,Outerwear,54.45,Winter,L,Green,Yes,No,21,Annually,4.13,Express,PayPal
1074,28,Male,Texas,No,Coat,Clothing,24.84,Winter,S,Gray,No,Yes,29,Annually,3.5,Express,Debit Card
1075,68,Female,Georgia,No,Scarf,Accessories,45.61,Summer,XL,Green,Yes,No,20,Quarterly,3.17,Express,Cash
1076,21,Male,Ohio,No,Dress,Clothing,95.24,Fall,S,Gray,No,No,30,Monthly,3.9,Express,Debit Card
1077,41,Male,Texas,No,Shirt,Clothing,57.82,Winter,XL,Yellow,No,No,24,Weekly,3.98,Express,Debit Card
1078,35,Male,New York,Yes,Hoodie,Outerwear,43.73,Fall,M,Gray,No,No,28,Quarterly,3.98,Express,Debit Card
1079,19,Male,Illinois,No,Sneakers,Footwear,22.37,Spring,XL,Yellow,No,No,18,Quarterly,3.93,Express,Credit Card
1080,69,Female,New York,No,Belt,Accessories,65.69,Winter,M,Pink,No,No,22,Weekly,3.87,Express,Cash
1081,19,Male,Ohio,Yes,Sweater,Clothing,54.73,Winter,M,Red,No,Yes,11,Annually,3.81,Express,Cash
1082,58,Male,Ohio,Yes,Sandals,Footwear,15.0,Winter,M,Pink,No,No,16,Weekly,3.71,Express,Venmo
1083,43,Male,Montana,No,Coat,Outerwear,52.9,Winter,M,Pink,No,Yes,13,Bi-Weekly,3.91,Express,PayPal
1084,35,Male,Florida,Yes,Shoes,Footwear,63.59,Fall,S,Purple,No,No,11,Bi-Weekly,3.05,Express,Debit Card
1085,24,Female,Florida,No,Sunglasses,Accessories,50.12,Winter,L,Purple,No,No,15,Annually,4.6,Standard,Venmo
1086,51,Male,Arizona,No,Skirt,Clothing,84.25,Fall,XL,Gray,No,No,29,Annually,4.02,Express,Venmo
1087,51,Female,New York,No,Shoes,Footwear,45.03,Winter,S,Black,Yes,No,14,Monthly,3.96,Express,Cash
1088,37,Male,Ohio,No,Sandals,Footwear,83.38,Spring,S,Brown,No,No,19,Monthly,4.63,Standard,Venmo
1089,68,Male,Arizona,No,Shirt,Clothing,48.21,Fall,M,Brown,No,No,28,Annually,4.02,Express,Debit Card
1090,18,Male,California,No,Shirt,Clothing,63.97,Spring,XL,Gray,Yes,Yes,22,Quarterly,3.32,Express,Debit Card
1091,62,Male,Illinois,No,Shirt,Clothing,39.07,Fall,S,Gray,No,No,30,Bi-Weekly,3.84,Express,Debit Card
1092,24,Female,California,No,Sunglasses,Accessories,57.77,Fall,M,Yellow,Yes,Yes,27,Quarterly,3.6,Express,Debit Card
1093,43,Male,California,Yes,Jacket,Outerwear,63.96,Winter,M,Green,No,No,11,Bi-Weekly,3.82,Express,Cash
1094,27,Male,Montana,Yes,Sandals,Footwear,42.96,Winter,M,Gray,No,No,16,Quarterly,3.21,Express,PayPal
1095,57,Male,Arizona,No,Scarf,Accessories,54.55,Spring,XL,Purple,No,No,25,Weekly,3.94,Express,Credit Card
1096,32,Male,Florida,No,Jacket,Outerwear,15.0,Fall,S,Black,No,No,16,Bi-Weekly,3.74,Express,PayPal
1097,27,Male,Washington,No,Pants,Clothing,50.37,Winter,XL,Yellow,Yes,No,17,Monthly,3.65,Express,Debit Card
1098,53,Male,Texas,Yes,Dress,Clothing,33.03,Fall,XL,Green,No,No,25,Monthly,4.17,Express,PayPal
1099,63,Male,Washington,Yes,Dress,Clothing,25.53,Fall,L,Black,No,No,17,Bi-Weekly,4.02,Express,PayPal
1100,69,Female,Florida,No,Sneakers,Footwear,90.46,Winter,L,Brown,Yes,Yes,30,Weekly,3.13,Express,Credit Card
1101,20,Male,Illinois,No,Jewelry,Accessories,72.59,Summer,S,Red,No,No,18,Bi-Weekly,3.58,Express,Debit Card
1102,53,Male,Illinois,No,Jewelry,Accessories,81.28,Summer,S,Purple,Yes,Yes,25,Annually,3.74,Express,PayPal
1103,61,Female,Texas,No,Pants,Clothing,82.71,Winter,L,Brown,No,No,16,Quarterly,4.0,Standard,Debit Card
1104,47,Male,Ohio,No,Shoes,Footwear,59.33,Spring,M,Green,No,No,20,Bi-Weekly,3.41,Express,Credit Card
1105,39,Female,Illinois,No,Scarf,Accessories,69.17,Summer,S,Yellow,No,Yes,13,Weekly,3.4,Standard,Debit Card
1106,58,Male,Washington,Yes,Pants,Clothing,98.02,Spring,S,White,No,Yes,24,Weekly,3.77,Express,Credit Card
1107,53,Male,Texas,No,Sweater,Clothing,107.81,Spring,M,Black,No,No,19,Monthly,4.0,Express,Debit Card
1108,56,Male,Montana,Yes,Blouse,Clothing,79.51,Winter,L,Yellow,No,Yes,21,Quarterly,3.71,Express,Debit Card
1109,48,Male,Illinois,Yes,Sandals,Footwear,46.51,Winter,S,Yellow,No,No,23,Weekly,3.52,Standard,Debit Card
1110,69,Female,Georgia,No,Belt,Accessories,65.61,Winter,S,Yellow,No,No,11,Weekly,3.58,Express,PayPal
1111,33,Female,Washington,Yes,Pants,Clothing,71.8,Spring,XL,Pink,No,Yes,25,Monthly,3.68,Standard,Debit Card
1112,60,Female,Illinois,No,Dress,Clothing,75.44,Fall,S,White,No,No,12,Monthly,3.88,Express,Debit Card
1113,57,Male,California,Yes,Shirt,Clothing,63.31,Spring,L,Red,No,No,17,Weekly,4.07,Express,PayPal
1114,52,Male,Georgia,Yes,Boots,Footwear,51.87,Spring,L,Green,Yes,No,12,Bi-Weekly,4.09,Express,PayPal
1115,57,Female,Texas,No,Dress,Clothing,57.98,Fall,L,Red,Yes,No,25,Monthly,2.72,Express,Debit Card
1116,48,Female,Illinois,No,Sunglasses,Accessories,57.43,Winter,S,Yellow,No,No,15,Annually,4.45,Express,Debit Card
1117,67,Male,Washington,No,Shoes,Footwear,47.37,Spring,L,Gray,No,No,21,Annually,4.12,Express,Venmo
1118,58,Female,California,No,Coat,Clothing,27.5,Fall,XL,Blue,Yes,No,28,Monthly,3.83,Express,Debit Card
1119,53,Male,California,No,Skirt,Clothing,87.68,Summer,M,Pink,No,No,21,Quarterly,3.28,Express,PayPal
1120,27,Male,Georgia,No,Scarf,Accessories,55.24,Spring,L,Black,No,No,17,Quarterly,3.63,Express,PayPal
1121,20,Female,Illinois,No,Blouse,Clothing,63.72,Winter,S,Pink,Yes,No,18,Quarterly,3.51,Express,Credit Card
1122,29,Male,Washington,Yes,Jewelry,Accessories,43.02,Winter,M,Red,No,No,12,Quarterly,3.76,Standard,Cash
1123,64,Female,Ohio,No,Pants,Clothing,65.41,Summer,XL,Gray,No,No,19,Monthly,3.91,Express,Debit Card
1124,42,Male,Georgia,No,Sandals,Footwear,40.46,Winter,M,White,No,No,24,Monthly,4.41,Express,Venmo
1125,56,Male,Washington,No,Sneakers,Footwear,106.26,Spring,L,Brown,No,No,22,Monthly,3.95,Express,Venmo
1126,43,Male,Washington,No,Coat,Clothing,70.79,Spring,XL,Red,No,Yes,17,Weekly,3.07,Express,Venmo
1127,25,Female,New York,No,Jacket,Outerwear,55.23,Spring,XL,Red,No,No,25,Monthly,2.9,Express,Debit Card
1128,56,Female,Ohio,No,Shirt,Clothing,69.26,Winter,S,Purple,No,No,26,Bi-Weekly,3.14,Express,PayPal
1129,19,Male,Arizona,No,Sunglasses,Accessories,79.23,Summer,M,White,No,No,27,Quarterly,3.31,Express,PayPal
1130,68,Female,Ohio,No,Jewelry,Accessories,67.18,Fall,XL,Green,No,No,26,Weekly,4.35,Express,Cash
1131,22,Male,Ohio,No,Sunglasses,Accessories,75.06,Winter,XL,Yellow,No,No,14,Monthly,4.18,Express,Debit Card
1132,44,Male,Washington,Yes,Hoodie,Outerwear,16.15,Winter,M,White,No,No,23,Quarterly,3.71,Express,Venmo
1133,62,Male,Arizona,No,Jacket,Outerwear,110.0,Winter,XL,White,Yes,No,11,Bi-Weekly,3.0,Express,Credit Card
1134,29,Female,Florida,No,Coat,Clothing,18.83,Summer,L,Pink,No,Yes,14,Bi-Weekly,3.22,Express,PayPal
1135,53,Male,Montana,No,Sneakers,Footwear,45.28,Spring,S,Red,No,Yes,27,Bi-Weekly,4.05,Express,Credit Card
1136,64,Female,Georgia,No,Sandals,Footwear,94.98,Fall,M,Green,Yes,No,28,Annually,3.92,Express,Credit Card
1137,58,Male,Montana,Yes,Shirt,Clothing,49.83,Summer,XL,Brown,Yes,Yes,24,Weekly,5.0,Express,PayPal
1138,48,Female,New York,No,Belt,Accessories,67.22,Fall,XL,Green,No,No,21,Weekly,3.93,Express,Debit Card
1139,37,Female,Texas,No,Coat,Outerwear,63.62,Fall,XL,Blue,No,No,14,Bi-Weekly,2.91,Express,Cash
1140,34,Male,Texas,Yes,Shirt,Clothing,31.01,Winter,XL,White,No,No,23,Monthly,4.39,Express,Debit Card
1141,36,Male,Texas,Yes,Jacket,Outerwear,49.83,Spring,S,Yellow,No,Yes,20,Bi-Weekly,3.37,Express,Cash
1142,33,Male,New York,No,Sweater,Clothing,70.64,Summer,M,Pink,No,Yes,15,Monthly,3.09,Express,PayPal
1143,45,Male,Illinois,No,Dress,Clothing,46.95,Winter,L,Blue,No,No,13,Annually,3.1,Express,PayPal
1144,34,Female,Georgia,Yes,Sneakers,Footwear,83.17,Fall,M,Yellow,No,No,15,Monthly,4.64,Express,Cash
1145,23,Male,California,No,Sunglasses,Accessories,48.36,Summer,M,Blue,No,No,26,Quarterly,4.58,Standard,Credit Card
1146,68,Male,Illinois,No,Jacket,Outerwear,47.51,Winter,M,Pink,No,No,27,Quarterly,2.71,Standard,Venmo
1147,39,Female,Washington,Yes,T-shirt,Clothing,15.0,Summer,L,Black,No,Yes,11,Monthly,4.42,Standard,Debit Card
1148,43,Male,California,Yes,Scarf,Accessories,42.08,Spring,L,Purple,No,No,22,Bi-Weekly,3.35,Standard,Venmo
1149,50,Male,California,No,Sneakers,Footwear,37.07,Spring,M,Pink,Yes,No,26,Monthly,4.07,Express,Cash
1150,20,Male,Ohio,No,Boots,Footwear,53.94,Winter,L,Green,Yes,No,12,Monthly,2.98,Express,Credit Card
1151,45,Male,Ohio,No,Boots,Footwear,81.53,Winter,L,Gray,Yes,No,21,Quarterly,4.03,Express,Debit Card
1152,63,Male,Ohio,Yes,Coat,Clothing,51.5,Winter,M,Red,Yes,No,25,Bi-Weekly,4.54,Express,Debit Card
1153,69,Female,Montana,Yes,Scarf,Accessories,78.68,Spring,M,Black,No,No,30,Quarterly,3.89,Express,Cash
1154,27,Male,Ohio,No,Scarf,Accessories,72.18,Spring,M,Brown,No,No,16,Monthly,2.94,Express,Venmo
1155,60,Male,Arizona,No,T-shirt,Clothing,87.79,Fall,M,Gray,No,No,12,Annually,3.76,Express,PayPal
1156,54,Female,Montana,No,Skirt,Clothing,77.75,Spring,M,Pink,No,No,29,Weekly,4.3,Express,Debit Card
1157,54,Female,New York,Yes,Boots,Footwear,22.04,Winter,L,Black,Yes,No,26,Weekly,2.55,Express,Debit Card
1158,46,Female,Florida,No,Belt,Accessories,45.66,Summer,M,White,No,Yes,27,Annually,3.08,Express,PayPal
1159,23,Male,California,Yes,Shoes,Footwear,68.14,Spring,L,Pink,No,Yes,20,Quarterly,3.45,Express,Venmo
1160,19,Male,Ohio,No,Blouse,Clothing,54.84,Summer,XL,Blue,No,No,29,Annually,3.58,Standard,Credit Card
1161,65,Male,Georgia,Yes,Sunglasses,Accessories,39.53,Fall,XL,Green,No,No,18,Quarterly,3.53,Express,Debit Card
1162,68,Male,New York,No,Scarf,Accessories,60.61,Fall,L,Purple,No,No,11,Monthly,2.75,Standard,PayPal
1163,36,Female,California,No,Boots,Footwear,60.79,Fall,XL,White,No,No,29,Weekly,4.12,Standard,Venmo
1164,57,Male,Washington,Yes,Coat,Clothing,72.9,Spring,S,Pink,Yes,No,18,Monthly,3.77,Express,Cash
1165,27,Male,Texas,No,Coat,Outerwear,27.75,Summer,XL,Green,No,No,26,Quarterly,3.19,Express,Debit Card
1166,19,Female,Florida,Yes,Hoodie,Outerwear,83.28,Winter,L,Red,No,No,26,Weekly,3.79,Express,Cash
1167,34,Male,Arizona,Yes,Pants,Clothing,66.89,Summer,M,Gray,No,Yes,24,Annually,3.13,Express,Venmo
1168,60,Male,Washington,Yes,Jacket,Outerwear,58.85,Winter,M,Brown,Yes,No,13,Weekly,4.13,Express,Cash
1169,21,Male,Arizona,Yes,Coat,Outerwear,87.87,Spring,L,Pink,No,Yes,27,Quarterly,4.41,Express,Cash
1170,43,Male,Illinois,No,Sunglasses,Accessories,36.4,Spring,M,Green,No,No,27,Bi-Weekly,3.02,Express,Cash
1171,59,Male,Georgia,No,Dress,Clothing,64.34,Spring,M,Red,No,No,24,Weekly,3.54,Express,Cash
1172,35,Male,Georgia,No,Sweater,Clothing,59.78,Fall,M,Green,No,No,20,Monthly,4.63,Express,Venmo
1173,30,Male,Florida,Yes,Sweater,Clothing,82.28,Summer,XL,Yellow,No,Yes,19,Weekly,3.91,Standard,Debit Card
1174,50,Male,Texas,No,Scarf,Accessories,96.7,Spring,M,Black,No,No,22,Monthly,4.31,Express,Debit Card
1175,23,Male,Ohio,No,Sunglasses,Accessories,59.42,Spring,XL,Yellow,No,No,15,Annually,3.89,Express,Debit Card
1176,27,Male,New York,No,Shirt,Clothing,48.4,Winter,S,Blue,No,Yes,24,Monthly,4.16,Express,Credit Card
1177,50,Male,Washington,No,Shirt,Clothing,56.3,Winter,M,Brown,No,Yes,24,Weekly,3.4,Standard,PayPal
1178,30,Female,New York,Yes,Hoodie,Outerwear,68.8,Winter,XL,Green,No,Yes,30,Monthly,4.72,Express,Debit Card
1179,22,Male,Ohio,No,Pants,Clothing,67.95,Winter,XL,Purple,Yes,Yes,25,Quarterly,3.79,Express,Cash
1180,48,Male,New York,No,Boots,Footwear,35.03,Winter,L,Gray,No,No,22,Annually,3.78,Standard,Credit Card
1181,31,Female,Arizona,No,Shoes,Footwear,79.33,Winter,XL,Pink,No,No,14,Annually,3.38,Express,Venmo
1182,50,Male,Texas,No,Scarf,Accessories,51.35,Spring,M,Brown,No,No,21,Quarterly,4.94,Express,PayPal
1183,67,Male,New York,No,Sweater,Clothing,40.54,Summer,L,Brown,No,No,24,Annually,4.21,Standard,PayPal
1184,36,Male,Illinois,No,Pants,Clothing,36.0,Fall,L,Green,Yes,No,14,Bi-Weekly,3.92,Standard,Venmo
1185,48,Male,Montana,No,Dress,Clothing,85.48,Fall,M,Blue,Yes,No,13,Monthly,3.36,Standard,Venmo
1186,24,Male,Florida,No,Skirt,Clothing,68.8,Fall,M,Purple,No,No,14,Bi-Weekly,3.88,Express,Debit Card
1187,62,Male,Arizona,No,Sunglasses,Accessories,71.24,Fall,S,Black,No,No,20,Weekly,3.57,Standard,Credit Card
1188,65,Male,Florida,Yes,Sweater,Clothing,76.85,Summer,XL,Green,No,No,28,Quarterly,3.42,Standard,Debit Card
1189,55,Male,California,No,Hoodie,Outerwear,64.03,Fall,S,Gray,No,No,25,Quarterly,3.04,Express,Credit Card
1190,64,Female,Georgia,No,Sandals,Footwear,42.02,Winter,M,Brown,Yes,No,17,Annually,3.71,Standard,Cash
1191,46,Male,California,No,Scarf,Accessories,93.67,Summer,XL,Yellow,Yes,Yes,13,Annually,3.3,Express,Venmo
1192,25,Female,Ohio,No,Scarf,Accessories,71.99,Winter,XL,Gray,No,No,27,Bi-Weekly,3.63,Express,Venmo
1193,27,Male,Illinois,No,Hoodie,Outerwear,74.88,Spring,M,Green,Yes,Yes,23,Annually,3.73,Standard,Venmo
1194,57,Female,Arizona,Yes,Scarf,Accessories,47.38,Fall,S,Pink,No,No,28,Weekly,4.16,Standard,Credit Card
1195,25,Male,Arizona,No,Coat,Outerwear,72.09,Fall,XL,Black,No,No,12,Quarterly,4.32,Express,Credit Card
1196,44,Female,Florida,No,Sandals,Footwear,61.48,Spring,S,Black,No,No,12,Annually,3.97,Standard,Debit Card
1197,53,Female,Georgia,Yes,Belt,Accessories,71.44,Winter,L,Green,No,Yes,11,Weekly,2.68,Express,Venmo
1198,65,Male,California,Yes,Coat,Clothing,45.28,Fall,S,Pink,No,Yes,11,Weekly,4.03,Express,Cash
1199,36,Female,California,No,Blouse,Clothing,25.68,Fall,L,Pink,Yes,Yes,25,Bi-Weekly,4.38,Express,Venmo
1200,40,Male,Arizona,No,Belt,Accessories,57.86,Summer,M,Blue,No,Yes,18,Weekly,3.89,Express,Credit Card
1201,61,Female,Ohio,No,T-shirt,Clothing,42.95,Fall,S,Purple,No,No,12,Quarterly,3.29,Express,Credit Card
1202,37,Male,Montana,No,T-shirt,Clothing,80.63,Summer,XL,Blue,Yes,No,17,Monthly,4.2,Express,PayPal
1203,38,Male,Illinois,Yes,Sunglasses,Accessories,45.44,Winter,S,Brown,No,Yes,26,Weekly,3.95,Standard,Debit Card
1204,33,Female,Illinois,No,Jacket,Outerwear,84.52,Winter,L,Pink,Yes,No,26,Weekly,3.42,Express,Debit Card
1205,66,Male,New York,Yes,Jewelry,Accessories,16.2,Winter,S,Gray,No,No,19,Quarterly,3.27,Express,Credit Card
1206,41,Male,California,No,Jewelry,Accessories,38.26,Summer,XL,Gray,No,Yes,29,Weekly,3.87,Express,Debit Card
1207,35,Female,Arizona,No,Scarf,Accessories,78.85,Summer,S,Pink,Yes,No,16,Quarterly,3.57,Express,Debit Card
1208,35,Male,New York,Yes,Pants,Clothing,73.38,Spring,M,Gray,Yes,No,18,Bi-Weekly,4.18,Express,PayPal
1209,26,Male,Texas,Yes,Sandals,Footwear,40.91,Winter,S,Green,No,Yes,19,Annually,4.35,Express,Credit Card
1210,30,Female,New York,No,Sunglasses,Accessories,83.52,Winter,S,Brown,No,No,16,Quarterly,4.19,Express,PayPal
1211,64,Male,Illinois,No,Sandals,Footwear,55.02,Winter,M,Black,No,No,16,Annually,3.96,Standard,Cash
1212,56,Male,Texas,No,Sweater,Clothing,104.1,Fall,M,Red,Yes,No,11,Annually,3.49,Express,Credit Card
1213,46,Male,California,No,Blouse,Clothing,88.63,Summer,M,Gray,No,No,13,Weekly,3.88,Standard,PayPal
1214,66,Male,California,No,T-shirt,Clothing,54.31,Spring,L,Green,Yes,No,22,Quarterly,3.89,Express,Credit Card
1215,49,Female,Georgia,Yes,Scarf,Accessories,53.14,Spring,M,White,No,No,11,Monthly,4.17,Express,PayPal
1216,26,Male,California,No,Sunglasses,Accessories,75.51,Summer,XL,Pink,No,No,14,Annually,4.02,Express,Credit Card
1217,55,Female,Washington,No,Jewelry,Accessories,38.84,Spring,L,Yellow,No,No,21,Monthly,3.83,Standard,Cash
1218,60,Male,Illinois,Yes,Belt,Accessories,51.74,Winter,S,Blue,No,No,12,Quarterly,3.64,Standard,Venmo
1219,41,Male,Ohio,Yes,Dress,Clothing,69.02,Fall,S,Gray,No,No,18,Monthly,4.24,Express,Venmo
1220,27,Male,Montana,No,Sunglasses,Accessories,22.89,Summer,XL,Gray,No,No,15,Annually,3.66,Express,Debit Card
1221,54,Female,Illinois,Yes,Sneakers,Footwear,46.42,Summer,XL,Red,No,No,22,Quarterly,3.45,Express,Credit Card
1222,28,Female,Arizona,No,Coat,Clothing,54.96,Fall,S,Pink,No,No,17,Annually,3.66,Express,PayPal
1223,44,Male,Georgia,Yes,Sandals,Footwear,63.04,Spring,XL,Green,No,No,29,Annually,3.46,Express,Venmo
1224,42,Female,Washington,Yes,Belt,Accessories,68.33,Winter,S,Blue,No,No,24,Bi-Weekly,4.25,Express,Cash
1225,69,Male,Illinois,Yes,Sweater,Clothing,60.43,Winter,S,Blue,No,No,16,Bi-Weekly,4.03,Express,Venmo
1226,65,Female,California,Yes,Scarf,Accessories,42.26,Summer,XL,Blue,Yes,Yes,29,Monthly,3.2,Standard,PayPal
1227,65,Female,Montana,No,Pants,Clothing,44.03,Summer,S,Yellow,Yes,Yes,30,Weekly,3.84,Express,Venmo
1228,29,Male,Georgia,No,Dress,Clothing,25.96,Winter,M,Brown,No,No,29,Weekly,4.41,Express,PayPal
1229,39,Female,Florida,Yes,Boots,Footwear,70.58,Fall,L,Green,No,No,17,Bi-Weekly,3.25,Standard,PayPal
1230,57,Male,Washington,No,Coat,Clothing,73.21,Winter,XL,Red,No,Yes,13,Annually,3.17,Express,Venmo
1231,58,Female,Illinois,No,Sweater,Clothing,61.8,Winter,M,Brown,No,No,12,Monthly,2.94,Express,Credit Card
1232,60,Male,New York,No,Coat,Clothing,45.23,Summer,S,Red,No,No,13,Annually,3.56,Express,PayPal
1233,33,Male,Georgia,Yes,Scarf,Accessories,87.51,Spring,L,Red,No,Yes,17,Annually,3.37,Standard,Venmo
1234,67,Female,Illinois,Yes,Skirt,Clothing,50.81,Spring,S,Black,No,No,14,Monthly,4.32,Express,Credit Card
1235,64,Female,Ohio,No,Sneakers,Footwear,53.84,Fall,XL,Gray,No,No,20,Weekly,3.21,Express,PayPal
1236,66,Male,Washington,No,Boots,Footwear,52.45,Spring,M,Blue,Yes,No,17,Weekly,3.82,Express,PayPal
1237,48,Male,New York,No,Blouse,Clothing,72.02,Winter,L,Brown,No,No,22,Bi-Weekly,4.35,Express,Credit Card
1238,45,Male,Georgia,No,Coat,Outerwear,110.0,Fall,M,Black,Yes,No,23,Monthly,3.78,Standard,PayPal
1239,45,Male,Ohio,No,Sweater,Clothing,63.29,Fall,XL,Gray,Yes,Yes,26,Monthly,3.74,Express,Venmo
1240,31,Male,Ohio,Yes,Shirt,Clothing,58.8,Fall,S,Blue,No,No,14,Annually,2.53,Express,Venmo
1241,44,Female,Ohio,No,Boots,Footwear,22.06,Winter,L,Black,Yes,Yes,20,Bi-Weekly,3.96,Express,Credit Card
1242,63,Male,Washington,No,Skirt,Clothing,101.85,Spring,M,Gray,No,No,29,Quarterly,4.17,Express,Venmo
1243,24,Female,Texas,No,Shirt,Clothing,51.54,Fall,S,Blue,No,No,11,Monthly,3.99,Express,Cash
1244,67,Male,Texas,No,Coat,Outerwear,27.12,Summer,S,Pink,No,No,21,Weekly,4.25,Express,Cash
1245,28,Female,Ohio,Yes,Coat,Outerwear,45.14,Spring,L,Green,No,Yes,23,Weekly,4.45,Express,Cash
1246,64,Male,Ohio,Yes,Boots,Footwear,45.47,Summer,S,Black,No,No,24,Quarterly,4.34,Express,Debit Card
1247,24,Female,New York,Yes,T-shirt,Clothing,67.99,Summer,M,Green,No,No,19,Annually,3.69,Express,Cash
1248,46,Male,Florida,No,Shoes,Footwear,43.09,Summer,XL,Black,No,No,29,Monthly,4.16,Standard,Venmo
1249,53,Male,Montana,No,Shirt,Clothing,69.87,Summer,XL,Red,No,Yes,30,Bi-Weekly,3.42,Express,Venmo
1250,41,Male,Montana,No,Skirt,Clothing,71.3,Fall,M,Green,No,No,26,Annually,3.31,Express,Cash
1251,69,Male,Washington,No,Sneakers,Footwear,31.93,Fall,XL,Gray,No,No,28,Quarterly,3.69,Express,Cash
1252,38,Male,California,Yes,Scarf,Accessories,38.15,Summer,XL,Blue,No,No,20,Bi-Weekly,3.71,Express,Cash
1253,20,Female,Illinois,Yes,Skirt,Clothing,110.0,Fall,M,Yellow,No,No,12,Quarterly,3.54,Express,Credit Card
1254,21,Female,Montana,No,T-shirt,Clothing,76.7,Winter,S,Blue,No,No,24,Weekly,4.02,Express,Venmo
1255,27,Male,California,No,Coat,Clothing,62.92,Spring,XL,Green,Yes,No,18,Monthly,4.25,Express,Debit Card
1256,49,Female,Florida,Yes,Blouse,Clothing,40.21,Summer,XL,White,Yes,No,15,Bi-Weekly,4.18,Standard,Cash
1257,57,Male,Georgia,Yes,Belt,Accessories,71.16,Winter,M,White,No,Yes,12,Annually,3.42,Express,Debit Card
1258,67,Male,Washington,No,Shoes,Footwear,53.94,Spring,M,Brown,No,No,24,Quarterly,3.51,Express,PayPal
