customer_id,age,gender,location,subscription_status,item_purchased,category,purchase_amount_usd,season,size,color,discount_applied,previous_purchases,frequency_of_purchases,review_rating,shipping_type,payment_method,age_group,purchase_frequency_days,customer_segment
392,62,Male,Texas,Yes,Belt,Accessories,49.47,Spring,M,Pink,No,4,Quarterly,3.33,Express,Venmo,Senior,90,Returning
393,40,Female,California,No,Hoodie,Outerwear,63.79,Spring,M,Purple,No,4,Monthly,3.26,Express,Debit Card,Middle-aged,30,Returning
394,23,Male,Washington,No,Coat,Clothing,78.89,Winter,S,Red,No,9,Bi-Weekly,3.93,Standard,PayPal,Young Adult,14,Returning
395,61,Female,Arizona,No,Sunglasses,Accessories,44.93,Fall,S,Blue,No,7,Annually,3.42,Express,Cash,Senior,365,Returning
396,49,Male,Ohio,No,Scarf,Accessories,82.52,Spring,L,Green,No,5,Bi-Weekly,2.33,Standard,Venmo,Middle-aged,14,Returning
397,22,Male,Ohio,Yes,Pants,Clothing,89.71,Summer,M,Green,No,4,Weekly,4.06,Express,Credit Card,Young Adult,7,Returning
398,66,Male,Montana,No,Sunglasses,Accessories,91.21,Spring,M,Yellow,No,8,Bi-Weekly,4.09,Express,Cash,Senior,14,Returning
399,40,Male,Georgia,Yes,T-shirt,Clothing,33.2,Summer,S,White,No,9,Monthly,3.66,Standard,Cash,Middle-aged,30,Returning
400,66,Female,Texas,Yes,Boots,Footwear,24.18,Summer,XL,Green,No,5,Annually,3.43,Express,Venmo,Senior,365,Returning
401,62,Female,Washington,Yes,Pants,Clothing,63.19,Fall,XL,Yellow,Yes,10,Weekly,3.0,Standard,Debit Card,Senior,7,Returning
402,68,Male,Georgia,Yes,Scarf,Accessories,53.72,Spring,L,Yellow,No,10,Annually,3.89,Express,Venmo,Senior,365,Returning
403,23,Male,Texas,No,Sneakers,Footwear,83.8,Winter,M,Gray,No,10,Annually,4.3,Express,Cash,Young Adult,365,Returning
404,66,Male,Ohio,Yes,Belt,Accessories,64.19,Winter,S,Blue,Yes,10,Bi-Weekly,3.73,Standard,Venmo,Senior,14,Returning
405,55,Male,Georgia,Yes,Hoodie,Outerwear,66.37,Spring,S,Blue,No,4,Weekly,3.51,Standard,Cash,Middle-aged,7,Returning
406,51,Female,New York,No,Pants,Clothing,74.97,Spring,XL,Gray,No,9,Bi-Weekly,3.44,Express,Debit Card,Middle-aged,14,Returning
407,62,Male,Arizona,No,Pants,Clothing,57.05,Winter,M,White,No,9,Annually,3.79,Standard,Credit Card,Senior,365,Returning
408,66,Male,Texas,Yes,Shoes,Footwear,48.66,Summer,S,Brown,No,9,Weekly,3.7,Express,Credit Card,Senior,7,Returning
409,34,Female,Arizona,No,T-shirt,Clothing,109.2,Fall,M,Black,No,8,Weekly,4.18,Express,Credit Card,Adult,7,Returning
410,52,Female,Arizona,No,Coat,Outerwear,110.0,Fall,XL,Purple,Yes,7,Weekly,4.37,Standard,Cash,Middle-aged,7,Returning
411,29,Male,Georgia,No,Dress,Clothing,35.65,Fall,XL,Pink,Yes,3,Annually,4.35,Standard,PayPal,Adult,365,Returning
412,18,Male,Georgia,Yes,Sandals,Footwear,62.76,Summer,L,Purple,No,8,Annually,4.14,Standard,Credit Card,Young Adult,365,Returning
413,65,Male,Florida,No,Sweater,Clothing,91.07,Summer,S,Purple,No,7,Quarterly,4.03,Express,Cash,Senior,90,Returning
414,52,Male,Ohio,Yes,Scarf,Accessories,61.84,Fall,L,Green,Yes,9,Monthly,3.8,Standard,Debit Card,Middle-aged,30,Returning
415,21,Female,Arizona,No,Sweater,Clothing,18.51,Spring,M,Brown,Yes,4,Bi-Weekly,4.93,Express,Cash,Young Adult,14,Returning
416,29,Male,Georgia,No,Scarf,Accessories,60.45,Fall,L,Blue,No,7,Quarterly,4.64,Express,Debit Card,Adult,90,Returning
417,21,Male,New York,Yes,Sandals,Footwear,31.36,Spring,XL,Blue,No,8,Bi-Weekly,3.63,Express,Cash,Young Adult,14,Returning
418,19,Male,Montana,Yes,Jacket,Outerwear,32.8,Summer,L,Gray,Yes,9,Annually,3.97,Standard,Debit Card,Young Adult,365,Returning
419,28,Male,Florida,No,Hoodie,Outerwear,60.67,Winter,L,White,No,8,Bi-Weekly,4.24,Express,Venmo,Adult,14,Returning
420,53,Male,Washington,Yes,T-shirt,Clothing,50.96,Summer,L,Gray,Yes,3,Quarterly,3.94,Standard,Venmo,Middle-aged,90,Returning
421,59,Female,Texas,No,Scarf,Accessories,86.24,Fall,M,Purple,No,6,Monthly,2.82,Express,Venmo,Middle-aged,30,Returning
422,59,Male,Washington,Yes,Sunglasses,Accessories,15.0,Summer,XL,Pink,No,4,Monthly,3.75,Standard,PayPal,Middle-aged,30,Returning
423,45,Male,Illinois,Yes,Coat,Clothing,50.4,Spring,M,White,Yes,5,Monthly,4.02,Express,Venmo,Middle-aged,30,Returning
424,26,Female,Arizona,Yes,Coat,Outerwear,84.31,Winter,S,Yellow,Yes,4,Monthly,3.66,Express,Credit Card,Adult,30,Returning
425,57,Male,Arizona,No,Sandals,Footwear,69.19,Summer,L,Green,No,3,Monthly,3.72,Express,Debit Card,Middle-aged,30,Returning
426,65,Male,Illinois,No,T-shirt,Clothing,90.17,Winter,XL,White,No,9,Weekly,3.71,Express,PayPal,Senior,7,Returning
427,26,Male,New York,Yes,Sandals,Footwear,65.06,Winter,L,Pink,No,6,Bi-Weekly,3.08,Express,Credit Card,Adult,14,Returning
428,27,Male,Ohio,Yes,Sweater,Clothing,73.83,Spring,XL,Yellow,No,3,Monthly,5.0,Express,Cash,Adult,30,Returning
429,33,Male,Ohio,No,Boots,Footwear,93.25,Winter,L,Brown,No,8,Bi-Weekly,3.38,Express,Credit Card,Adult,14,Returning
430,53,Male,California,No,Jacket,Outerwear,61.44,Fall,L,Gray,No,10,Quarterly,4.2,Express,Cash,Middle-aged,90,Returning
431,38,Female,Ohio,No,Coat,Clothing,80.46,Fall,M,Brown,No,9,Weekly,4.43,Express,Credit Card,Adult,7,Returning
432,29,Male,Washington,No,Shoes,Footwear,18.11,Winter,L,White,No,8,Monthly,3.74,Express,Venmo,Adult,30,Returning
433,43,Male,Ohio,No,Sweater,Clothing,48.17,Winter,XL,Pink,No,6,Bi-Weekly,3.48,Express,PayPal,Middle-aged,14,Returning
434,22,Male,Illinois,No,Sunglasses,Accessories,44.15,Summer,XL,Pink,No,10,Monthly,4.19,Express,Credit Card,Young Adult,30,Returning
435,33,Male,Ohio,Yes,Jacket,Outerwear,39.87,Summer,L,Yellow,No,8,Quarterly,4.18,Express,Debit Card,Adult,90,Returning
436,40,Male,Illinois,No,Skirt,Clothing,68.64,Spring,XL,Black,No,10,Bi-Weekly,3.15,Express,Cash,Middle-aged,14,Returning
437,66,Male,Georgia,No,Belt,Accessories,80.18,Summer,XL,Green,No,9,Quarterly,4.0,Standard,Cash,Senior,90,Returning
438,68,Female,Ohio,Yes,Pants,Clothing,58.8,Spring,XL,Purple,No,9,Weekly,3.05,Express,Venmo,Senior,7,Returning
439,42,Male,Ohio,No,Hoodie,Outerwear,70.58,Fall,S,Blue,No,9,Weekly,3.76,Express,Cash,Middle-aged,7,Returning
440,41,Male,California,Yes,Sneakers,Footwear,67.45,Spring,L,White,Yes,3,Bi-Weekly,3.98,Express,Venmo,Middle-aged,14,Returning
441,61,Female,Georgia,No,Jacket,Outerwear,55.18,Winter,M,Purple,Yes,5,Monthly,3.42,Express,Debit Card,Senior,30,Returning
442,23,Male,Texas,Yes,Shirt,Clothing,42.21,Summer,XL,Black,No,3,Weekly,3.74,Standard,Debit Card,Young Adult,7,Returning
443,44,Male,California,No,Belt,Accessories,64.29,Spring,XL,Red,No,9,Annually,4.23,Express,Debit Card,Middle-aged,365,Returning
444,50,Male,Arizona,No,Sweater,Clothing,68.8,Spring,L,Black,No,10,Bi-Weekly,3.86,Express,Credit Card,Middle-aged,14,Returning
445,22,Male,Texas,No,Blouse,Clothing,55.04,Summer,L,Black,No,7,Quarterly,4.47,Standard,Credit Card,Young Adult,90,Returning
446,27,Male,Ohio,Yes,Shirt,Clothing,74.09,Spring,S,Green,Yes,6,Weekly,3.78,Standard,Venmo,Adult,7,Returning
447,68,Female,Montana,No,Dress,Clothing,102.47,Winter,M,Yellow,No,10,Monthly,3.92,Express,Credit Card,Senior,30,Returning
448,41,Male,California,No,Jacket,Outerwear,30.76,Fall,L,Yellow,No,10,Annually,4.07,Express,Debit Card,Middle-aged,365,Returning
449,67,Male,California,Yes,Jewelry,Accessories,54.01,Summer,L,Purple,Yes,9,Annually,3.07,Express,Debit Card,Senior,365,Returning
450,19,Male,Illinois,No,T-shirt,Clothing,46.7,Spring,M,Black,No,6,Monthly,4.24,Standard,Venmo,Young Adult,30,Returning
451,41,Male,New York,No,Pants,Clothing,66.64,Summer,L,Purple,No,4,Quarterly,4.01,Express,Debit Card,Middle-aged,90,Returning
452,59,Male,Arizona,No,Belt,Accessories,91.98,Summer,M,Black,No,10,Quarterly,3.96,Standard,Debit Card,Middle-aged,90,Returning
453,26,Male,Georgia,Yes,Jacket,Outerwear,43.85,Summer,M,Purple,No,7,Monthly,3.38,Express,Venmo,Adult,30,Returning
454,54,Male,Montana,No,T-shirt,Clothing,87.59,Fall,XL,White,Yes,5,Quarterly,3.93,Express,Venmo,Middle-aged,90,Returning
455,41,Male,Montana,No,Coat,Outerwear,81.28,Spring,XL,Blue,No,10,Weekly,3.86,Express,PayPal,Middle-aged,7,Returning
456,23,Male,California,No,Blouse,Clothing,44.17,Spring,M,Red,Yes,4,Bi-Weekly,3.5,Express,Venmo,Young Adult,14,Returning
457,33,Female,California,No,Coat,Outerwear,25.56,Fall,M,Black,No,6,Quarterly,3.47,Express,PayPal,Adult,90,Returning
458,51,Female,Illinois,Yes,Jacket,Outerwear,62.95,Spring,S,Green,No,8,Annually,4.33,Standard,Credit Card,Middle-aged,365,Returning
459,28,Female,Montana,No,Sunglasses,Accessories,71.09,Summer,XL,Green,No,4,Weekly,2.66,Express,Credit Card,Adult,7,Returning
460,21,Female,Washington,No,Blouse,Clothing,62.54,Summer,M,Yellow,Yes,8,Bi-Weekly,4.08,Express,PayPal,Young Adult,14,Returning
461,30,Male,Texas,No,Coat,Outerwear,68.86,Fall,L,Green,No,7,Bi-Weekly,3.66,Standard,Debit Card,Adult,14,Returning
462,26,Male,Illinois,Yes,Shoes,Footwear,49.68,Summer,L,Brown,No,5,Weekly,4.19,Standard,Venmo,Adult,7,Returning
463,42,Female,Texas,No,Skirt,Clothing,47.02,Summer,S,Red,No,5,Bi-Weekly,3.85,Express,Credit Card,Middle-aged,14,Returning
464,58,Female,Georgia,No,Hoodie,Outerwear,28.97,Summer,XL,Yellow,No,9,Weekly,4.33,Standard,Debit Card,Middle-aged,7,Returning
465,27,Male,Georgia,No,T-shirt,Clothing,58.37,Summer,XL,White,No,5,Bi-Weekly,4.36,Express,Debit Card,Adult,14,Returning
466,36,Female,Illinois,Yes,Coat,Clothing,85.88,Spring,M,Blue,No,6,Quarterly,4.07,Express,Cash,Adult,90,Returning
467,64,Male,Illinois,No,Jacket,Outerwear,75.2,Winter,XL,Green,No,5,Monthly,4.33,Standard,Credit Card,Senior,30,Returning
468,30,Male,Washington,Yes,Blouse,Clothing,67.28,Fall,S,Purple,No,10,Annually,4.2,Express,Credit Card,Adult,365,Returning
469,37,Male,California,Yes,Dress,Clothing,72.59,Fall,XL,Red,Yes,10,Monthly,3.57,Express,Cash,Adult,30,Returning
470,50,Female,Ohio,Yes,Skirt,Clothing,94.41,Summer,M,Yellow,No,5,Quarterly,3.39,Express,Credit Card,Middle-aged,90,Returning
471,36,Female,California,No,Dress,Clothing,74.31,Spring,L,Pink,No,8,Annually,3.78,Express,Credit Card,Adult,365,Returning
472,31,Female,Ohio,No,Sunglasses,Accessories,38.56,Fall,S,Black,No,4,Annually,2.62,Express,Venmo,Adult,365,Returning
473,37,Male,Georgia,No,Sunglasses,Accessories,90.58,Fall,L,Red,Yes,5,Bi-Weekly,4.15,Express,Credit Card,Adult,14,Returning
474,62,Male,Texas,No,Sneakers,Footwear,74.1,Summer,XL,Red,No,5,Monthly,4.47,Express,Debit Card,Senior,30,Returning
475,37,Male,California,No,Jacket,Outerwear,62.91,Spring,L,Red,No,6,Weekly,5.0,Express,Venmo,Adult,7,Returning
476,36,Female,Montana,No,T-shirt,Clothing,38.69,Spring,XL,Purple,No,3,Annually,3.74,Standard,Cash,Adult,365,Returning
477,44,Male,New York,No,Shirt,Clothing,53.13,Spring,XL,Black,No,5,Quarterly,3.76,Express,PayPal,Middle-aged,90,Returning
478,41,Male,Georgia,No,T-shirt,Clothing,23.41,Winter,S,Black,Yes,10,Annually,3.85,Express,Debit Card,Middle-aged,365,Returning
479,66,Male,Washington,No,Sneakers,Footwear,56.66,Fall,XL,Green,No,10,Annually,2.76,Express,PayPal,Senior,365,Returning
480,56,Male,Illinois,No,Sandals,Footwear,76.74,Summer,M,Black,Yes,7,Bi-Weekly,3.83,Express,Debit Card,Middle-aged,14,Returning
481,47,Female,Georgia,No,Skirt,Clothing,93.92,Spring,S,Purple,No,9,Quarterly,3.7,Standard,Credit Card,Middle-aged,90,Returning
482,49,Female,Montana,Yes,Boots,Footwear,101.29,Spring,M,White,No,8,Monthly,3.25,Express,PayPal,Middle-aged,30,Returning
483,51,Male,New York,No,Sweater,Clothing,59.57,Summer,M,Purple,Yes,4,Quarterly,4.31,Express,Venmo,Middle-aged,90,Returning
484,41,Male,Florida,Yes,Sneakers,Footwear,59.75,Fall,L,White,No,7,Bi-Weekly,3.01,Express,Cash,Middle-aged,14,Returning
485,18,Male,Texas,No,Skirt,Clothing,63.19,Summer,M,Blue,No,10,Bi-Weekly,4.42,Standard,Credit Card,Young Adult,14,Returning
486,22,Female,Arizona,No,Coat,Outerwear,25.27,Fall,XL,Gray,No,9,Monthly,3.06,Express,Credit Card,Young Adult,30,Returning
487,44,Male,Washington,No,Belt,Accessories,58.49,Winter,S,Pink,No,3,Bi-Weekly,3.96,Express,Credit Card,Middle-aged,14,Returning
488,27,Male,Ohio,Yes,Sweater,Clothing,52.74,Spring,L,White,No,5,Quarterly,2.71,Express,Cash,Adult,90,Returning
489,44,Male,Georgia,No,Shoes,Footwear,34.22,Summer,M,Yellow,No,9,Weekly,3.82,Standard,Debit Card,Middle-aged,7,Returning
490,26,Male,Arizona,No,Sandals,Footwear,70.95,Spring,L,White,No,5,Bi-Weekly,3.23,Express,PayPal,Adult,14,Returning
491,24,Male,Montana,No,Scarf,Accessories,63.79,Spring,M,Pink,Yes,10,Weekly,3.47,Express,Credit Card,Young Adult,7,Returning
492,65,Male,Georgia,No,Blouse,Clothing,51.92,Summer,M,Blue,Yes,3,Annually,3.85,Express,Credit Card,Senior,365,Returning
493,63,Male,Washington,No,Scarf,Accessories,78.93,Winter,L,Brown,Yes,7,Bi-Weekly,3.41,Express,Credit Card,Senior,14,Returning
494,42,Female,Washington,Yes,Jewelry,Accessories,71.1,Winter,M,Pink,Yes,7,Annually,3.48,Express,Debit Card,Middle-aged,365,Returning
495,44,Male,Montana,No,Boots,Footwear,85.39,Summer,L,Pink,No,9,Monthly,3.77,Express,Credit Card,Middle-aged,30,Returning
496,33,Male,Washington,Yes,Scarf,Accessories,64.08,Summer,L,Gray,No,4,Monthly,3.48,Express,Credit Card,Adult,30,Returning
497,26,Male,Washington,No,Sandals,Footwear,81.66,Spring,L,Gray,No,5,Monthly,4.47,Express,Cash,Adult,30,Returning
498,39,Male,Montana,No,Dress,Clothing,96.28,Fall,S,Brown,No,7,Quarterly,4.05,Express,Cash,Adult,90,Returning
499,23,Male,Illinois,No,Sunglasses,Accessories,78.21,Spring,L,Red,No,3,Weekly,3.02,Express,Debit Card,Young Adult,7,Returning
500,29,Female,Texas,Yes,Pants,Clothing,81.32,Winter,XL,Purple,No,7,Quarterly,3.19,Express,Venmo,Adult,90,Returning
501,21,Male,New York,No,Jewelry,Accessories,66.36,Fall,XL,Black,No,3,Annually,4.07,Standard,PayPal,Young Adult,365,Returning
502,43,Male,Texas,No,Sunglasses,Accessories,66.81,Spring,L,Red,No,3,Annually,3.29,Express,Debit Card,Middle-aged,365,Returning
503,28,Male,Montana,No,Dress,Clothing,31.78,Spring,S,Black,No,7,Monthly,3.51,Express,Credit Card,Adult,30,Returning
504,23,Female,Florida,No,Pants,Clothing,60.7,Summer,S,Blue,Yes,10,Weekly,3.59,Express,Venmo,Young Adult,7,Returning
505,51,Female,Arizona,No,Blouse,Clothing,61.62,Spring,S,Brown,No,10,Annually,3.98,Standard,Venmo,Middle-aged,365,Returning
506,25,Male,Illinois,No,Jacket,Outerwear,69.28,Summer,S,Red,No,6,Weekly,3.75,Express,PayPal,Adult,7,Returning
507,43,Male,Washington,No,Jewelry,Accessories,48.27,Winter,L,Purple,No,4,Bi-Weekly,4.17,Express,Cash,Middle-aged,14,Returning
508,41,Male,Georgia,Yes,Shoes,Footwear,26.85,Fall,S,Green,No,7,Bi-Weekly,3.49,Express,Credit Card,Middle-aged,14,Returning
509,36,Female,Texas,No,Sunglasses,Accessories,73.66,Winter,XL,Gray,No,6,Weekly,3.49,Standard,Venmo,Adult,7,Returning
510,43,Female,Ohio,No,Scarf,Accessories,44.21,Fall,XL,Gray,Yes,8,Bi-Weekly,3.91,Express,PayPal,Middle-aged,14,Returning
511,27,Female,Florida,No,Blouse,Clothing,31.46,Fall,S,Yellow,Yes,10,Weekly,3.53,Express,Venmo,Adult,7,Returning
512,50,Female,California,No,Shirt,Clothing,68.3,Spring,L,Yellow,Yes,6,Weekly,3.55,Express,Cash,Middle-aged,7,Returning
513,48,Male,Illinois,No,Jewelry,Accessories,82.65,Summer,L,Green,Yes,9,Monthly,3.14,Standard,Venmo,Middle-aged,30,Returning
514,54,Male,Texas,No,Blouse,Clothing,71.06,Spring,M,White,No,3,Bi-Weekly,3.25,Express,Cash,Middle-aged,14,Returning
515,51,Female,Georgia,No,Blouse,Clothing,62.85,Winter,S,Yellow,No,5,Quarterly,3.22,Express,PayPal,Middle-aged,90,Returning
516,67,Female,Georgia,No,Dress,Clothing,76.0,Fall,L,Gray,No,5,Weekly,4.16,Express,Cash,Senior,7,Returning
517,27,Male,Arizona,No,Shirt,Clothing,83.28,Winter,XL,Purple,No,7,Annually,3.4,Standard,Cash,Adult,365,Returning
518,52,Male,Montana,No,Scarf,Accessories,59.49,Winter,S,Purple,No,10,Monthly,4.61,Express,Credit Card,Middle-aged,30,Returning
519,62,Female,New York,Yes,Sneakers,Footwear,34.03,Fall,M,Gray,Yes,10,Quarterly,3.3,Express,Credit Card,Senior,90,Returning
520,63,Male,Texas,Yes,Sunglasses,Accessories,64.89,Winter,M,White,Yes,4,Monthly,3.73,Express,Cash,Senior,30,Returning
521,39,Female,Texas,No,Dress,Clothing,64.26,Summer,XL,Green,Yes,5,Monthly,3.39,Express,Credit Card,Adult,30,Returning
522,61,Female,Illinois,Yes,Sweater,Clothing,85.94,Spring,M,Yellow,No,4,Bi-Weekly,3.64,Standard,Venmo,Senior,14,Returning
523,24,Male,Ohio,No,Sweater,Clothing,43.28,Spring,M,Black,No,4,Monthly,3.02,Standard,Cash,Young Adult,30,Returning
524,52,Male,Arizona,No,Skirt,Clothing,63.3,Fall,L,Yellow,No,7,Monthly,4.05,Express,PayPal,Middle-aged,30,Returning
525,20,Female,Georgia,Yes,Coat,Outerwear,50.89,Summer,S,Gray,No,6,Quarterly,3.57,Express,PayPal,Young Adult,90,Returning
526,61,Male,California,No,Sunglasses,Accessories,50.01,Winter,L,Green,No,5,Annually,3.01,Standard,Debit Card,Senior,365,Returning
527,24,Female,Georgia,No,Coat,Clothing,82.32,Winter,XL,Red,No,8,Annually,3.67,Standard,Credit Card,Young Adult,365,Returning
528,34,Female,California,No,Sunglasses,Accessories,30.56,Spring,XL,Blue,No,8,Annually,3.51,Standard,Debit Card,Adult,365,Returning
529,57,Male,Arizona,Yes,Sneakers,Footwear,63.76,Fall,L,Purple,No,5,Quarterly,3.22,Express,PayPal,Middle-aged,90,Returning
530,67,Male,Florida,Yes,Coat,Outerwear,105.44,Spring,XL,Yellow,Yes,6,Weekly,4.68,Express,Cash,Senior,7,Returning
531,52,Male,Montana,No,Sunglasses,Accessories,27.5,Fall,L,Red,No,9,Annually,3.29,Express,PayPal,Middle-aged,365,Returning
532,52,Female,Montana,No,Sweater,Clothing,45.1,Winter,XL,Pink,No,3,Monthly,3.31,Express,Cash,Middle-aged,30,Returning
533,24,Male,Florida,Yes,Blouse,Clothing,75.43,Fall,XL,Yellow,Yes,3,Quarterly,3.19,Express,Debit Card,Young Adult,90,Returning
534,57,Male,Arizona,Yes,Hoodie,Outerwear,70.35,Spring,L,Blue,No,6,Bi-Weekly,4.07,Express,Credit Card,Middle-aged,14,Returning
535,61,Male,Washington,No,Jewelry,Accessories,35.06,Winter,M,Blue,No,8,Quarterly,4.4,Express,Cash,Senior,90,Returning
536,53,Male,New York,Yes,Belt,Accessories,57.76,Summer,M,Purple,No,10,Monthly,3.21,Express,Cash,Middle-aged,30,Returning
537,24,Female,Illinois,Yes,Hoodie,Outerwear,61.87,Spring,L,Gray,No,3,Annually,3.84,Express,Cash,Young Adult,365,Returning
538,46,Male,California,Yes,Dress,Clothing,70.98,Summer,L,Blue,No,3,Quarterly,3.88,Express,Debit Card,Middle-aged,90,Returning
539,34,Female,California,No,Sandals,Footwear,20.65,Fall,M,Pink,No,10,Quarterly,4.24,Standard,Debit Card,Adult,90,Returning
540,27,Male,Washington,No,Shoes,Footwear,46.4,Winter,L,White,No,7,Monthly,3.36,Express,Debit Card,Adult,30,Returning
541,46,Male,Illinois,No,Blouse,Clothing,67.88,Winter,L,Black,No,9,Bi-Weekly,4.01,Express,PayPal,Middle-aged,14,Returning
542,64,Male,Texas,Yes,Sandals,Footwear,96.23,Winter,L,Black,No,5,Annually,3.63,Express,PayPal,Senior,365,Returning
543,64,Male,Washington,Yes,Coat,Outerwear,18.06,Fall,M,Black,No,7,Weekly,3.63,Standard,Debit Card,Senior,7,Returning
544,32,Female,California,Yes,Shoes,Footwear,56.79,Winter,XL,Blue,No,7,Bi-Weekly,3.98,Standard,Venmo,Adult,14,Returning
545,46,Male,Montana,Yes,Skirt,Clothing,77.73,Summer,M,Pink,Yes,4,Bi-Weekly,3.79,Standard,Debit Card,Middle-aged,14,Returning
546,70,Male,Illinois,No,Sunglasses,Accessories,65.48,Summer,L,Pink,Yes,8,Weekly,3.56,Express,Venmo,Senior,7,Returning
547,58,Male,Georgia,No,Sneakers,Footwear,44.61,Fall,M,Pink,No,3,Annually,3.6,Express,Venmo,Middle-aged,365,Returning
548,26,Male,Texas,Yes,Pants,Clothing,79.18,Summer,S,Green,Yes,8,Monthly,3.63,Express,Credit Card,Adult,30,Returning
549,21,Male,New York,No,Sunglasses,Accessories,71.05,Spring,L,Black,No,5,Monthly,3.32,Standard,Venmo,Young Adult,30,Returning
550,45,Male,Illinois,No,Scarf,Accessories,21.61,Spring,L,Green,Yes,4,Weekly,3.69,Standard,Venmo,Middle-aged,7,Returning
551,24,Male,Illinois,No,Jacket,Outerwear,34.82,Spring,M,Purple,No,7,Annually,3.15,Express,Cash,Young Adult,365,Returning
552,52,Female,Montana,Yes,Sneakers,Footwear,55.18,Fall,S,White,No,4,Annually,3.29,Express,PayPal,Middle-aged,365,Returning
553,43,Female,Washington,No,Sweater,Clothing,36.88,Summer,L,Blue,No,5,Weekly,3.23,Express,Cash,Middle-aged,7,Returning
554,23,Male,New York,No,Sneakers,Footwear,65.2,Spring,M,Red,Yes,9,Bi-Weekly,2.77,Express,Debit Card,Young Adult,14,Returning
555,32,Female,Florida,No,Skirt,Clothing,68.37,Winter,XL,White,Yes,5,Bi-Weekly,3.06,Standard,Credit Card,Adult,14,Returning
556,25,Female,Texas,Yes,Jacket,Outerwear,15.0,Fall,XL,Red,No,10,Quarterly,3.58,Express,Cash,Adult,90,Returning
557,46,Male,Georgia,No,Sunglasses,Accessories,60.97,Summer,S,Gray,No,6,Bi-Weekly,4.6,Express,Venmo,Middle-aged,14,Returning
558,59,Female,Arizona,Yes,Shirt,Clothing,69.62,Spring,XL,Purple,No,6,Bi-Weekly,3.76,Standard,Venmo,Middle-aged,14,Returning
559,39,Male,Texas,No,Sandals,Footwear,49.27,Fall,M,Purple,Yes,7,Bi-Weekly,3.24,Express,Cash,Adult,14,Returning
560,61,Female,New York,No,Hoodie,Outerwear,70.74,Winter,XL,Green,No,5,Annually,2.73,Express,Venmo,Senior,365,Returning
561,21,Female,Ohio,Yes,Pants,Clothing,15.0,Spring,L,Yellow,Yes,10,Quarterly,3.21,Express,Cash,Young Adult,90,Returning
562,34,Male,Illinois,No,Shoes,Footwear,36.58,Spring,XL,Gray,Yes,10,Annually,3.27,Express,Debit Card,Adult,365,Returning
563,45,Male,Georgia,No,Sandals,Footwear,45.41,Fall,M,White,Yes,8,Monthly,3.71,Standard,Cash,Middle-aged,30,Returning
564,41,Male,Georgia,No,Pants,Clothing,50.65,Summer,L,Yellow,No,9,Monthly,4.08,Express,Cash,Middle-aged,30,Returning
565,46,Female,Washington,No,Dress,Clothing,59.57,Spring,XL,Yellow,Yes,10,Quarterly,4.05,Express,Credit Card,Middle-aged,90,Returning
566,64,Male,Georgia,Yes,Sweater,Clothing,52.92,Spring,XL,Purple,Yes,9,Quarterly,4.11,Express,Cash,Senior,90,Returning
567,30,Female,Arizona,No,Jacket,Outerwear,46.17,Spring,L,Red,Yes,8,Monthly,3.82,Standard,Credit Card,Adult,30,Returning
568,61,Male,California,No,Shirt,Clothing,81.72,Winter,S,Blue,No,3,Weekly,3.85,Standard,Credit Card,Senior,7,Returning
569,40,Male,New York,Yes,Jewelry,Accessories,63.64,Fall,L,Blue,Yes,9,Bi-Weekly,4.55,Standard,PayPal,Middle-aged,14,Returning
570,46,Male,Illinois,No,Scarf,Accessories,89.69,Winter,S,Gray,No,4,Quarterly,3.81,Standard,Venmo,Middle-aged,90,Returning
571,29,Female,Montana,No,Sunglasses,Accessories,61.39,Winter,XL,Green,Yes,6,Monthly,3.78,Express,Debit Card,Adult,30,Returning
572,23,Male,New York,No,Sneakers,Footwear,75.09,Fall,XL,Brown,No,3,Annually,3.84,Express,Debit Card,Young Adult,365,Returning
573,22,Male,Ohio,No,Coat,Clothing,88.72,Winter,XL,Pink,No,5,Annually,3.72,Express,Venmo,Young Adult,365,Returning
574,58,Male,New York,No,T-shirt,Clothing,53.42,Winter,S,Gray,No,3,Monthly,3.58,Express,PayPal,Middle-aged,30,Returning
575,32,Female,Montana,No,Sweater,Clothing,43.45,Summer,M,Purple,No,9,Annually,3.64,Express,PayPal,Adult,365,Returning
576,69,Female,Georgia,No,Jacket,Outerwear,76.09,Spring,M,Red,Yes,5,Bi-Weekly,3.79,Standard,Cash,Senior,14,Returning
577,22,Male,Florida,Yes,Sweater,Clothing,49.02,Spring,S,Brown,No,6,Annually,3.53,Express,Cash,Young Adult,365,Returning
578,55,Male,New York,Yes,Sneakers,Footwear,64.4,Spring,M,Black,No,10,Bi-Weekly,3.95,Express,Debit Card,Middle-aged,14,Returning
579,39,Female,Ohio,No,Jacket,Outerwear,74.19,Spring,M,Purple,No,5,Quarterly,3.1,Express,Venmo,Adult,90,Returning
580,18,Male,California,No,Jewelry,Accessories,64.28,Spring,XL,Purple,No,5,Bi-Weekly,3.77,Standard,Credit Card,Young Adult,14,Returning
581,63,Male,Washington,No,Pants,Clothing,72.42,Spring,XL,Green,No,5,Weekly,3.79,Express,Venmo,Senior,7,Returning
582,29,Male,Florida,No,Jacket,Outerwear,39.45,Fall,M,Purple,No,5,Monthly,3.75,Standard,PayPal,Adult,30,Returning
